Date,AQI,State,Site ID
2010-01-01,63.47907319910697,California,0
2010-01-02,66.65055544628832,California,1
2010-01-03,78.73281228979134,California,2
2010-01-04,55.04820546344199,California,3
2010-01-05,91.40272627231823,California,4
2010-01-06,83.27907424720112,California,5
2010-01-07,92.4645336276964,California,6
2010-01-08,70.95183114805143,California,7
2010-01-09,75.230352677916,California,8
2010-01-10,64.7036823549691,California,9
2010-01-11,63.9326182357131,California,10
2010-01-12,80.85731760175551,California,11
2010-01-13,80.74602555551573,California,12
2010-01-14,67.89511600763805,California,13
2010-01-15,63.62991271308646,California,14
2010-01-16,65.11746176185788,California,15
2010-01-17,66.07604515510522,California,16
2010-01-18,82.33345458545867,California,17
2010-01-19,66.45159482197865,California,18
2010-01-20,78.39257812994413,California,19
2010-01-21,83.9084685984907,California,20
2010-01-22,81.43190883697464,California,21
2010-01-23,66.06968518784797,California,22
2010-01-24,74.27192366431038,California,23
2010-01-25,59.81670177590396,California,24
2010-01-26,67.78530872244389,California,25
2010-01-27,68.98177956765807,California,26
2010-01-28,62.59939264936551,California,27
2010-01-29,72.85138658005789,California,28
2010-01-30,61.5537988432391,California,29
2010-01-31,77.0378468918455,California,30
2010-02-01,60.66650296951762,California,31
2010-02-02,57.451190027937926,California,32
2010-02-03,76.96967047569802,California,33
2010-02-04,92.19046531206547,California,34
2010-02-05,84.06738933220768,California,35
2010-02-06,72.6959966942803,California,36
2010-02-07,80.36673316340729,California,37
2010-02-08,85.84916251461627,California,38
2010-02-09,72.06206572673744,California,39
2010-02-10,72.67294467979865,California,40
2010-02-11,76.20117473177368,California,41
2010-02-12,75.71895962403345,California,42
2010-02-13,70.51873630471924,California,43
2010-02-14,58.600419771473206,California,44
2010-02-15,88.91338071972707,California,45
2010-02-16,80.67491578328362,California,46
2010-02-17,77.75800849024702,California,47
2010-02-18,74.1951264143896,California,48
2010-02-19,90.59911138138744,California,49
2010-02-20,61.435079527529886,California,50
2010-02-21,73.42975454082749,California,51
2010-02-22,79.54999733389323,California,52
2010-02-23,86.93392900921788,California,53
2010-02-24,79.8939486875921,California,54
2010-02-25,80.49895790601758,California,55
2010-02-26,65.9009816126589,California,56
2010-02-27,86.08012741655958,California,57
2010-02-28,72.92531476759619,California,58
2010-03-01,94.53782394354987,California,59
2010-03-02,75.61051997107434,California,60
2010-03-03,60.43951965356321,California,61
2010-03-04,91.55394564101823,California,62
2010-03-05,68.64091645868457,California,63
2010-03-06,78.22486547906242,California,64
2010-03-07,86.7011080441614,California,65
2010-03-08,73.88402811002119,California,66
2010-03-09,78.98418570924771,California,67
2010-03-10,78.83576224573095,California,68
2010-03-11,84.24861437982938,California,69
2010-03-12,81.40864317944683,California,70
2010-03-13,74.08710930521536,California,71
2010-03-14,80.45457297494941,California,72
2010-03-15,91.00211343387205,California,73
2010-03-16,95.49924934442355,California,74
2010-03-17,81.9988081762249,California,75
2010-03-18,74.33285651222545,California,76
2010-03-19,83.73235171850521,California,77
2010-03-20,76.27903577747811,California,78
2010-03-21,65.74839727671254,California,79
2010-03-22,76.3250993055567,California,80
2010-03-23,82.41904536508797,California,81
2010-03-24,84.77863025436996,California,82
2010-03-25,59.81211239298554,California,83
2010-03-26,86.58117924781111,California,84
2010-03-27,73.51072483227959,California,85
2010-03-28,78.46418216561571,California,86
2010-03-29,87.8653966212687,California,87
2010-03-30,74.88284918091229,California,88
2010-03-31,74.27556040125597,California,89
2010-04-01,86.86706799796718,California,90
2010-04-02,105.32381871341022,California,91
2010-04-03,81.39602233061373,California,92
2010-04-04,68.58038745095769,California,93
2010-04-05,96.80478022408063,California,94
2010-04-06,66.10505168934723,California,95
2010-04-07,82.46866196002954,California,96
2010-04-08,99.66957122048315,California,97
2010-04-09,66.61973756500622,California,98
2010-04-10,74.14400434681234,California,99
2010-04-11,73.12414126608985,California,100
2010-04-12,88.46827759840178,California,101
2010-04-13,76.95737973545288,California,102
2010-04-14,64.9919063792276,California,103
2010-04-15,84.14673089508307,California,104
2010-04-16,78.53203516859966,California,105
2010-04-17,92.90078362763671,California,106
2010-04-18,97.15647123291379,California,107
2010-04-19,78.28915122906949,California,108
2010-04-20,70.51440540841723,California,109
2010-04-21,74.45199199855348,California,110
2010-04-22,66.67369008671795,California,111
2010-04-23,76.03708245458976,California,112
2010-04-24,74.53935781620328,California,113
2010-04-25,59.640641126581386,California,114
2010-04-26,87.59176730645977,California,115
2010-04-27,85.68107463434028,California,116
2010-04-28,69.26768547714885,California,117
2010-04-29,76.51068498518688,California,118
2010-04-30,66.26780358513469,California,119
2010-05-01,83.79040633858459,California,120
2010-05-02,73.03384724792079,California,121
2010-05-03,78.85267765096633,California,122
2010-05-04,86.29977730497669,California,123
2010-05-05,77.64985251183715,California,124
2010-05-06,66.68605709442461,California,125
2010-05-07,68.16014175557187,California,126
2010-05-08,81.33286084317099,California,127
2010-05-09,94.86201892104786,California,128
2010-05-10,65.7170777797364,California,129
2010-05-11,85.17611836217141,California,130
2010-05-12,61.18170922648846,California,131
2010-05-13,62.64932800407452,California,132
2010-05-14,72.29351076913856,California,133
2010-05-15,79.80921040041409,California,134
2010-05-16,74.81364918570245,California,135
2010-05-17,87.28888687416514,California,136
2010-05-18,71.34116846279036,California,137
2010-05-19,62.793027842276175,California,138
2010-05-20,80.70994244750894,California,139
2010-05-21,70.8871554155872,California,140
2010-05-22,79.21245293859057,California,141
2010-05-23,56.60621986755634,California,142
2010-05-24,67.52412761158457,California,143
2010-05-25,81.57916848552631,California,144
2010-05-26,64.33620248986372,California,145
