Date,AQI,State,Site ID
2010-01-01,46.624767644957196,Washington,0
2010-01-02,37.01906078781469,Washington,1
2010-01-03,26.492751064057487,Washington,2
2010-01-04,33.61583761881122,Washington,3
2010-01-05,19.973273637138412,Washington,4
2010-01-06,26.649881161266833,Washington,5
2010-01-07,32.640709131534564,Washington,6
2010-01-08,39.09528284164424,Washington,7
2010-01-09,28.755955187780845,Washington,8
2010-01-10,13.239425408921917,Washington,9
2010-01-11,19.428584278691986,Washington,10
2010-01-12,52.15489521676602,Washington,11
2010-01-13,23.862161147896096,Washington,12
2010-01-14,23.93983902835538,Washington,13
2010-01-15,37.718099815231206,Washington,14
2010-01-16,35.26183765900409,Washington,15
2010-01-17,41.487422718582756,Washington,16
2010-01-18,42.20092316820391,Washington,17
2010-01-19,35.22383980755199,Washington,18
2010-01-20,38.5112979213439,Washington,19
2010-01-21,24.94335818423201,Washington,20
2010-01-22,34.43913188112067,Washington,21
2010-01-23,51.83853799671943,Washington,22
2010-01-24,31.461660763615793,Washington,23
2010-01-25,37.751934415247305,Washington,24
2010-01-26,25.586572370140303,Washington,25
2010-01-27,33.10496001576498,Washington,26
2010-01-28,41.025882697547885,Washington,27
2010-01-29,41.11840905868617,Washington,28
2010-01-30,20.751579409302984,Washington,29
2010-01-31,52.37525382604509,Washington,30
2010-02-01,29.70887982022713,Washington,31
2010-02-02,40.03600832123422,Washington,32
2010-02-03,39.95852338254763,Washington,33
2010-02-04,54.105949557557665,Washington,34
2010-02-05,53.570755782633185,Washington,35
2010-02-06,38.81130421377183,Washington,36
2010-02-07,16.66642845879526,Washington,37
2010-02-08,45.425960011535906,Washington,38
2010-02-09,65.12865468530279,Washington,39
2010-02-10,34.23616394145743,Washington,40
2010-02-11,37.755459191320945,Washington,41
2010-02-12,49.94803732705281,Washington,42
2010-02-13,48.41071162536477,Washington,43
2010-02-14,37.54515117725433,Washington,44
2010-02-15,38.865306346340475,Washington,45
2010-02-16,50.267349668033994,Washington,46
2010-02-17,42.16784144046076,Washington,47
2010-02-18,49.08402463932329,Washington,48
2010-02-19,51.403306963659006,Washington,49
2010-02-20,29.13624678611812,Washington,50
2010-02-21,43.91902894408954,Washington,51
2010-02-22,18.700716522139178,Washington,52
2010-02-23,39.3940072387743,Washington,53
2010-02-24,35.99499497206146,Washington,54
2010-02-25,29.441306700828864,Washington,55
2010-02-26,24.21255053057872,Washington,56
2010-02-27,54.80179039922,Washington,57
2010-02-28,29.882294160470014,Washington,58
2010-03-01,43.10924306310347,Washington,59
2010-03-02,52.831762840413944,Washington,60
2010-03-03,44.178149182431625,Washington,61
2010-03-04,61.65278807158572,Washington,62
2010-03-05,55.58176732418971,Washington,63
2010-03-06,46.7567149804553,Washington,64
2010-03-07,34.1898782337352,Washington,65
2010-03-08,59.89648838584951,Washington,66
2010-03-09,58.78303724343937,Washington,67
2010-03-10,51.99733986160728,Washington,68
2010-03-11,51.43232920725014,Washington,69
2010-03-12,45.45675565855486,Washington,70
2010-03-13,47.059271469801175,Washington,71
2010-03-14,44.076309759518445,Washington,72
2010-03-15,39.75878986335701,Washington,73
2010-03-16,48.75837766892954,Washington,74
2010-03-17,40.220551377654886,Washington,75
2010-03-18,27.173257821684928,Washington,76
2010-03-19,33.14719526419948,Washington,77
2010-03-20,47.321274749255956,Washington,78
2010-03-21,41.78125103395373,Washington,79
2010-03-22,35.16398955588738,Washington,80
2010-03-23,38.516298804362265,Washington,81
2010-03-24,54.84508803757615,Washington,82
2010-03-25,45.71438031802466,Washington,83
2010-03-26,27.61929165817278,Washington,84
2010-03-27,37.24234896103508,Washington,85
2010-03-28,34.53754732557825,Washington,86
2010-03-29,51.30586720547014,Washington,87
